"feelsLike","rain","humidity","temperature","time2","date"
"10.6","58","78","12.5","4/25/2023, 10:00:00 AM","10:00"
"12","61","72","13.6","4/25/2023, 11:00:00 AM","11:00"
"12.6","66","69","14.1","4/25/2023, 12:00:00 PM","12:00"
"13.1","72","67","14.4","4/25/2023, 1:00:00 PM","13:00"
"13.5","77","65","14.7","4/25/2023, 2:00:00 PM","14:00"
"14.4","75","64","15.1","4/25/2023, 3:00:00 PM","15:00"
"14.3","73","68","14.8","4/25/2023, 4:00:00 PM","16:00"
"13.6","71","73","14.2","4/25/2023, 5:00:00 PM","17:00"
"13.4","61","75","13.8","4/25/2023, 6:00:00 PM","18:00"
"13.1","52","75","13.4","4/25/2023, 7:00:00 PM","19:00"
"12.3","42","77","12.8","4/25/2023, 8:00:00 PM","20:00"
"11.6","37","79","12.2","4/25/2023, 9:00:00 PM","21:00"
"10.9","31","83","11.5","4/25/2023, 10:00:00 PM","22:00"
"9.9","26","86","10.6","4/25/2023, 11:00:00 PM","23:00"
"9.4","28","88","10.3","4/26/2023, 12:00:00 AM","00:00"
"8.5","30","89","10","4/26/2023, 1:00:00 AM","01:00"
"7.4","32","90","9.7","4/26/2023, 2:00:00 AM","02:00"
"7.1","29","92","9.6","4/26/2023, 3:00:00 AM","03:00"
"7.1","26","93","9.5","4/26/2023, 4:00:00 AM","04:00"
"6.2","23","94","9","4/26/2023, 5:00:00 AM","05:00"
"4.1","22","92","7.8","4/26/2023, 6:00:00 AM","06:00"
"1.4","20","88","6.3","4/26/2023, 7:00:00 AM","07:00"
"-1.2","19","83","4.9","4/26/2023, 8:00:00 AM","08:00"
"-1.4","27","81","4.8","4/26/2023, 9:00:00 AM","09:00"
"-0.5","34","80","5.2","4/26/2023, 10:00:00 AM","10:00"
"0.5","42","78","5.9","4/26/2023, 11:00:00 AM","11:00"
"0.8","47","75","6.2","4/26/2023, 12:00:00 PM","12:00"
"0.9","53","70","6.5","4/26/2023, 1:00:00 PM","13:00"
"1.4","58","66","7","4/26/2023, 2:00:00 PM","14:00"
"2.2","54","65","7.4","4/26/2023, 3:00:00 PM","15:00"
"3.2","49","65","7.9","4/26/2023, 4:00:00 PM","16:00"
"4","45","65","8.3","4/26/2023, 5:00:00 PM","17:00"
"3.7","39","63","8.1","4/26/2023, 6:00:00 PM","18:00"
"3","32","61","7.6","4/26/2023, 7:00:00 PM","19:00"
"2.1","26","61","6.9","4/26/2023, 8:00:00 PM","20:00"
"1.7","18","64","6.3","4/26/2023, 9:00:00 PM","21:00"
"1.4","11","70","5.8","4/26/2023, 10:00:00 PM","22:00"
"0.9","3","76","5","4/26/2023, 11:00:00 PM","23:00"
